"MP NAME";"WORK";"CATEGORY";"STATE";"CONSTITUENCY";"IDA";"CITY";"WARD";"BLOCK";"VILLAGE";"RECOMMENDED DATE";"ALLOCATION AMOUNT";"IDA APPROVAL";"STATUS";"HOUSE"
"Ravneet Singh";"NA - Construction of rooms and halls in school and colleges";"Trust and Society";"Punjab";"LUDHIANA";"DEPUTY COMMISSIONER LUDHIANA_IDA";"Jagraon";"Ward No-17";"";"";"2024-02-07";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Sulata Deo";"NA - Purchase of hospital equipment";"Normal/Others";"Odisha";"Sitting Rajya Sabha";"DISTRICT COLLECTOR JAJPUR_IDA";"";"";"Dharmasala";"MADHUBAN";"2024-02-07";"500000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Rao Inderjit Singh";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Haryana";"GURGAON";"Deputy Commissioner Gurugram_IDA";"";"";"Pataudi";"Rajpura(8)";"2024-02-07";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Ravneet Singh";"NA - Providing CCTV camera system for security of public areas";"Normal/Others";"Punjab";"LUDHIANA";"DEPUTY COMMISSIONER LUDHIANA_IDA";"";"";"Jagraon";"Maniewal (7)";"2024-02-07";"208415";"Action Pending";"Unsanctioned";"Lok Sabha"
"Ravneet Singh";"NA - Providing CCTV camera system for security of public areas";"Normal/Others";"Punjab";"LUDHIANA";"DEPUTY COMMISSIONER LUDHIANA_IDA";"";"";"Jagraon";"Bhatha Dhua (3)";"2024-02-07";"208415";"Action Pending";"Unsanctioned";"Lok Sabha"
"Ravneet Singh";"NA - Providing CCTV camera system for security of public areas";"Normal/Others";"Punjab";"LUDHIANA";"DEPUTY COMMISSIONER LUDHIANA_IDA";"";"";"Ludhiana (West)";"Isewal (135)";"2024-02-07";"250135";"Action Pending";"Unsanctioned";"Lok Sabha"
"Rao Inderjit Singh";"NA - Construction of boundary walls of existing public and community buildings";"Repair and Renovation";"Haryana";"GURGAON";"Deputy Commissioner Gurugram_IDA";"";"";"Pataudi";"Husainka(15)";"2024-02-07";"700000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Anurag Singh Thakur";"NA - Crematoriums or structures on burial/ cremation ground for public convenience";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIONER BILASPUR_IDA";"";"";"Ghumarwin";"Kasohal (382)";"2024-02-06";"250000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Anurag Singh Thakur";"NA - Construction of culverts and bridges";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIONER BILASPUR_IDA";"";"";"Ghumarwin";"Harlog (494)";"2024-02-06";"150000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Anurag Singh Thakur";"NA - Construction of community centers and community halls";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIONER BILASPUR_IDA";"";"";"Bilaspur Sadar";"Deoli (108)";"2024-02-06";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Anurag Singh Thakur";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIONER BILASPUR_IDA";"";"";"Ghumarwin";"Talwar (173)";"2024-02-06";"300000";"Action Pending";"Unsanctioned";"Lok Sabha"
"SHRI Ahmad Ashfaque Karim";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Bihar";"Sitting Rajya Sabha";"DISTRICT PLANNING OFFICER KATIHAR_IDA";"";"";"Barari";"Jagdishpur";"2024-02-06";"1450000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Anurag Singh Thakur";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIONER BILASPUR_IDA";"";"";"Bilaspur Sadar";"Raghunathpura (218)";"2024-02-06";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Pratap Chandra Sarangi";"NA - Lighting of public spaces";"Normal/Others";"Odisha";"BALASORE";"DISTRICT COLLECTOR BALESHWAR_IDA";"";"";"Singla";"Kainagari";"2024-02-06";"125000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Anurag Singh Thakur";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIONER BILASPUR_IDA";"";"";"Bilaspur Sadar";"Chandpur (165)";"2024-02-06";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Anurag Singh Thakur";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIONER BILASPUR_IDA";"";"";"Ghumarwin";"Balh Churani (492)";"2024-02-06";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"SHRI Ahmad Ashfaque Karim";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Bihar";"Sitting Rajya Sabha";"DISTRICT PLANNING OFFICER KATIHAR_IDA";"";"";"Kadwa";"Dhangawan";"2024-02-06";"1498300";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SHRI Ahmad Ashfaque Karim";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Bihar";"Sitting Rajya Sabha";"DISTRICT PLANNING OFFICER KATIHAR_IDA";"";"";"Kadwa";"Rajwanpur";"2024-02-06";"1497700";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SHRI Ahmad Ashfaque Karim";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Bihar";"Sitting Rajya Sabha";"DISTRICT PLANNING OFFICER KATIHAR_IDA";"Katihar";"01";"";"";"2024-02-06";"1499800";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SHRI Ahmad Ashfaque Karim";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Bihar";"Sitting Rajya Sabha";"DISTRICT PLANNING OFFICER KATIHAR_IDA";"Katihar";"01";"";"";"2024-02-06";"1499800";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Rajiv Ranjan (Lalan) Singh";"NA - Installing hand pumps";"Normal/Others";"Bihar";"MUNGER";"DISTRICT PLANNING OFFICER PATNA_IDA";"";"";"Ghoswari";"Goshain Gaon";"2024-02-06";"75000";"Action Pending";"Unsanctioned";"Lok Sabha"
"SHRI Ahmad Ashfaque Karim";"WS/MP043/2023-2024/98483 - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Bihar";"Sitting Rajya Sabha";"DISTRICT PLANNING OFFICER KATIHAR_IDA";"";"";"Barari";"Lakshmipur";"2024-02-06";"1450000";"Approved by IDA";"Unsanctioned";"Rajya Sabha"
"Anurag Singh Thakur";"NA - Construction of public toilets and bathrooms";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIONER BILASPUR_IDA";"";"";"Bilaspur Sadar";"Deoli (108)";"2024-02-06";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Vikramjit Singh Sahney (Rajya Sabha)";"NA - Construction of community centers and community halls";"Normal/Others";"Punjab";"Sitting Rajya Sabha";"DEPUTY COMMISSIONER PATIALA_IDA";"Patiala";"Ward No. 57";"";"";"2024-02-06";"5000000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Thirumaa Valavan Thol";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Tamil Nadu";"CHIDAMBARAM(SC)";"DISTRICT COLLECTOR CUDDALORE_IDA";"";"";"Chidambaram";"Kumaramangalam";"2024-02-06";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Thirumaa Valavan Thol";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Tamil Nadu";"CHIDAMBARAM(SC)";"DISTRICT COLLECTOR CUDDALORE_IDA";"";"";"Bhuvanagiri";"Parangipettai";"2024-02-06";"800000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Thirumaa Valavan Thol";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Tamil Nadu";"CHIDAMBARAM(SC)";"DISTRICT COLLECTOR CUDDALORE_IDA";"";"";"Bhuvanagiri";"Parangipettai";"2024-02-06";"1000000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Thirumaa Valavan Thol";"NA - Construction of bus-sheds or bus-stops";"Normal/Others";"Tamil Nadu";"CHIDAMBARAM(SC)";"DISTRICT COLLECTOR CUDDALORE_IDA";"";"";"Bhuvanagiri";"Melmanakkudi";"2024-02-06";"1000000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Thirumaa Valavan Thol";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Tamil Nadu";"CHIDAMBARAM(SC)";"DISTRICT COLLECTOR CUDDALORE_IDA";"";"";"Chidambaram";"Keerapalayam";"2024-02-06";"750000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shri Jasbir Singh ";"NA - Construction of community centers and community halls";"Normal/Others";"Punjab";"KHADOOR SAHIB";"Deputy Commissioner Tarn Taran_IDA";"";"";"Khadur Sahib";"Lalpur (316)";"2024-02-06";"250000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shri Jasbir Singh ";"NA - Construction of public libraries and reading rooms";"Normal/Others";"Punjab";"KHADOOR SAHIB";"Deputy Commissioner Tarn Taran_IDA";"";"";"Khadur Sahib";"Bathal Bhaike (272)";"2024-02-06";"300000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shri Jasbir Singh ";"NA - Construction of community centers and community halls";"Normal/Others";"Punjab";"KHADOOR SAHIB";"Deputy Commissioner Tarn Taran_IDA";"";"";"Tarn Taran";"Dhun (353)";"2024-02-06";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Sushil Kumar Singh";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Bihar";"AURANGABAD_BR";"DISTRICT PLANNING OFFICER GAYA_IDA";"Tekari";"17";"";"";"2024-02-06";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Anurag Singh Thakur";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIONER BILASPUR_IDA";"";"";"Bilaspur Sadar";"Sirha (184)";"2024-02-06";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"SH Bhupender Yadav";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Rajasthan";"Sitting Rajya Sabha";"DISTRICT COLLECTOR ALWAR_IDA";"";"";"Reni";"Bahadko Kalan";"2024-02-06";"600000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Shri Pramod Tiwari";"NA - Construction of public libraries and reading rooms";"Normal/Others";"Rajasthan";"Sitting Rajya Sabha";"DISTRICT COLLECTOR BANSWARA_IDA";"";"";"Banswara";"Jhupel";"2024-02-06";"1000000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Anurag Singh Thakur";"NA - Construction of community centers and community halls";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIONER BILASPUR_IDA";"";"";"Bilaspur Sadar";"Jamthal (119)";"2024-02-06";"150000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Rajiv Ranjan (Lalan) Singh";"NA - Installing hand pumps";"Normal/Others";"Bihar";"MUNGER";"DISTRICT PLANNING OFFICER PATNA_IDA";"";"";"Ghoswari";"Goshain Gaon";"2024-02-06";"75000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shri Janardan Singh Sigriwal ";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Bihar";"MAHARAJGANJ_BR";"DISTRICT PLANNING OFFICER SIWAN_IDA";"";"";"Basantpur";"Usri";"2024-02-06";"1";"Action Pending";"Unsanctioned";"Lok Sabha"
"Sanjay Jaiswal";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Bihar";"PASCHIM CHAMPARAN";"DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA";"";"";"Raxaul";"Purandra";"2024-02-06";"1499950";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Pratibha Singh";"NA - Development of playfields and sports grounds";"Normal/Others";"Himachal Pradesh";"MANDI";"DEPUTY COMMISSIONER MANDI_IDA";"";"";"Tikken";"Barot (410)";"2024-02-06";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Vaithilingam Ve";"WS/MP710/2023-2024/98186 - Construction of rooms and halls in school and colleges";"Normal/Others";"Puducherry";"Puducherry";"PROJECT DIRECTOR RDA PUDUCHERRY_IDA";"Pondicherry";"velrampet";"";"";"2024-02-06";"1500000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Maddila Gurumoorthy";"NA - Construction of culverts and bridges";"Normal/Others";"Andhra Pradesh";"TIRUPATI(SC)";"DISTRICT COLLECTOR TIRUPATI_IDA";"";"";"Balayapalli";"Mannuru";"2024-02-06";"3900000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Anurag Singh Thakur";"NA - Crematoriums or structures on burial/ cremation ground for public convenience";"Normal/Others";"Himachal Pradesh";"HAMIRPUR_HP";"DEPUTY COMMISSIONER BILASPUR_IDA";"";"";"Bilaspur Sadar";"Jamthal (119)";"2024-02-06";"250000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Sanjay Jaiswal";"NA - Construction of artificial reef";"Normal/Others";"Bihar";"PASCHIM CHAMPARAN";"DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA";"";"";"Banjaria";"Gamharia";"2024-02-06";"250000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Sanjay Jaiswal";"NA - Renovation of ponds and lakes";"Normal/Others";"Bihar";"PASCHIM CHAMPARAN";"DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA";"";"";"Banjaria";"Phulwar";"2024-02-06";"400000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Pratibha Singh";"NA - Construction of bus-sheds or bus-stops";"Normal/Others";"Himachal Pradesh";"MANDI";"DEPUTY COMMISSIONER MANDI_IDA";"Mandi";"4";"";"";"2024-02-05";"250000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Pratibha Singh";"NA - Construction of footpaths and pedestrian ways";"Normal/Others";"Himachal Pradesh";"MANDI";"DEPUTY COMMISSIONER MANDI_IDA";"Mandi";"13";"";"";"2024-02-05";"300000";"Action Pending";"Unsanctioned";"Lok Sabha"
"SHRI. Dharmendra Pradhan";"NA - Retrofitting, preservation or conservation of heritage and archaeological monuments and buildings";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Rehti";"Itarsi";"2024-02-05";"400000";"Rejected by IDA";"Unsanctioned";"Rajya Sabha"
"SHRI. Dharmendra Pradhan";"NA - Construction of buildings for community cultural activities";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Rehti";"Matthagaon";"2024-02-05";"600000";"Rejected by IDA";"Unsanctioned";"Rajya Sabha"
"SHRI. Dharmendra Pradhan";"NA - Construction of foot over bridge (FOB)";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Nasrullaganj";"Bhilai";"2024-02-05";"2500000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SHRI. Dharmendra Pradhan";"NA - Construction of common work sheds/ common covered sitting area";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Nasrullaganj";"Seegaon";"2024-02-05";"200000";"Rejected by IDA";"Unsanctioned";"Rajya Sabha"
"SHRI. Dharmendra Pradhan";"NA - Construction of buildings for community cultural activities";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Nasrullaganj";"Bhadakui";"2024-02-05";"2000000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SHRI. Dharmendra Pradhan";"NA - Construction of buildings for community cultural activities";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Nasrullaganj";"Itawa Khurd";"2024-02-05";"2000000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SHRI. Dharmendra Pradhan";"NA - Crematoriums or structures on burial/ cremation ground for public convenience";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Rehti";"Rampura Chakaldi";"2024-02-05";"2000000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SHRI. Dharmendra Pradhan";"NA - Construction of New Building";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Rehti";"Harmau";"2024-02-05";"500000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SHRI. Dharmendra Pradhan";"NA - Construction of buildings for community cultural activities";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Rehti";"Nadia Kheda Khalsa";"2024-02-05";"1000000";"Rejected by IDA";"Unsanctioned";"Rajya Sabha"
"SHRI. Dharmendra Pradhan";"NA - Construction of buildings for community cultural activities";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Nasrullaganj";"Chichlaha Kalan";"2024-02-05";"2200000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Rajbahadur Singh";"WS/MP647/2023-2024/97450 - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Madhya Pradesh";"SAGAR";"District Collector Vidisha_IDA";"";"";"Sironj";"Mahuakheda Prithviraj";"2024-02-05";"500000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Adala Reddy";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Andhra Pradesh";"NELLORE(SC)";"DISTRICT COLLECTOR NELLORE_IDA";"Nellore Municipal Corporation";"1";"";"";"2024-02-05";"1000000";"Action Pending";"Unsanctioned";"Lok Sabha"
"SHRI. Dharmendra Pradhan";"NA - Providing drains and gutters for public drainage";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Budni";"Madhawan";"2024-02-05";"500000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SHRI. Dharmendra Pradhan";"NA - Construction of boundary walls of existing public and community buildings";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Shyampur";"Sar Kheda";"2024-02-05";"200000";"Rejected by IDA";"Unsanctioned";"Rajya Sabha"
"SHRI. Dharmendra Pradhan";"NA - Construction of common work sheds/ common covered sitting area";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Budni";"Nander";"2024-02-05";"400000";"Rejected by IDA";"Unsanctioned";"Rajya Sabha"
"SHRI. Dharmendra Pradhan";"NA - Construction of community centers and community halls";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Budni";"Nonbhet";"2024-02-05";"300000";"Rejected by IDA";"Unsanctioned";"Rajya Sabha"
"SHRI. Dharmendra Pradhan";"NA - Construction of common work sheds/ common covered sitting area";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Budni";"Sankhedi";"2024-02-05";"300000";"Rejected by IDA";"Unsanctioned";"Rajya Sabha"
"SHRI. Dharmendra Pradhan";"NA - Construction of common work sheds/ common covered sitting area";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Budni";"Sardar Nagar";"2024-02-05";"500000";"Rejected by IDA";"Unsanctioned";"Rajya Sabha"
"SHRI. Dharmendra Pradhan";"NA - Construction of common work sheds/ common covered sitting area";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Budni";"Jawahar Kheda";"2024-02-05";"300000";"Rejected by IDA";"Unsanctioned";"Rajya Sabha"
"SHRI. Dharmendra Pradhan";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Budni";"Khanda Bad";"2024-02-05";"600000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SHRI. Dharmendra Pradhan";"NA - Construction of community centers and community halls";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Ichhawar";"Bordi Kalan";"2024-02-05";"200000";"Rejected by IDA";"Unsanctioned";"Rajya Sabha"
"SHRI. Dharmendra Pradhan";"NA - Construction of community centers and community halls";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Budni";"Baktra";"2024-02-05";"700000";"Rejected by IDA";"Unsanctioned";"Rajya Sabha"
"Narayana Swamy Abbaiah";"NA - Construction of community centers and community halls";"Normal/Others";"Karnataka";"CHITRADURGA(SC)";"DEPUTY COMMISSIONER CHITRADURGA_IDA";"";"";"Challakere";"Bandethimmalapura";"2024-02-05";"400000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Balashowry Vallabbhaneni";"NA - Improvement of electricity distribution infrastructure";"Normal/Others";"Andhra Pradesh";"MACHILIPATNAM";"DISTRICT COLLECTOR KRISHNA_IDA";"";"";"Nagayalanka";"Edurumondi";"2024-02-05";"562000";"Action Pending";"Unsanctioned";"Lok Sabha"
"SHRI. Dharmendra Pradhan";"NA - Retrofitting, preservation or conservation of heritage and archaeological monuments and buildings";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Nasrullaganj";"Bodi";"2024-02-05";"224000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Rajbahadur Singh";"WS/MP647/2023-2024/97596 - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Madhya Pradesh";"SAGAR";"District Collector Vidisha_IDA";"";"";"Nateran";"Rawan";"2024-02-05";"500000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Shri N Reddeppa ";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Andhra Pradesh";"CHITTOOR";"DISTRICT COLLECTOR CHITTOOR_IDA";"";"";"Chittoor";"Anupalle";"2024-02-05";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Rajiv Ranjan (Lalan) Singh";"WS/MP505/2023-2024/97019 - Installing hand pumps";"Normal/Others";"Bihar";"MUNGER";"DISTRICT PLANNING OFFICER PATNA_IDA";"";"";"Pandarak";"Sahnaura";"2024-02-05";"75000";"Approved by IDA";"Unsanctioned";"Lok Sabha"
"Rajiv Ranjan (Lalan) Singh";"WS/MP505/2023-2024/97018 - Installing hand pumps";"Normal/Others";"Bihar";"MUNGER";"DISTRICT PLANNING OFFICER PATNA_IDA";"";"";"Pandarak";"Sahnaura";"2024-02-05";"75000";"Approved by IDA";"Unsanctioned";"Lok Sabha"
"Rajiv Ranjan (Lalan) Singh";"WS/MP505/2023-2024/97017 - Installing hand pumps";"Normal/Others";"Bihar";"MUNGER";"DISTRICT PLANNING OFFICER PATNA_IDA";"";"";"Pandarak";"Sahnaura";"2024-02-05";"75000";"Approved by IDA";"Unsanctioned";"Lok Sabha"
"Rajiv Ranjan (Lalan) Singh";"NA - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Bihar";"MUNGER";"District Planning Officer Lakhisarai_IDA";"";"";"Lakhisarai";"Lodia Bihar";"2024-02-05";"700000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Chaudhary Mehboob Ali Kaiser";"NA - Installing community drinking water plants";"Normal/Others";"Bihar";"KHAGARIA";"DISTRICT PLANNING OFFICER SAMASTIPUR_IDA";"";"";"Hasanpur";"Rampur Rajawa";"2024-02-05";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Rajbahadur Singh";"WS/MP647/2023-2024/97727 - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Madhya Pradesh";"SAGAR";"District Collector Vidisha_IDA";"";"";"Shamshabad";"Sheel Kheda";"2024-02-05";"500000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Rajbahadur Singh";"WS/MP647/2023-2024/97726 - Construction of culverts and bridges";"Normal/Others";"Madhya Pradesh";"SAGAR";"District Collector Vidisha_IDA";"";"";"Shamshabad";"Gadhi";"2024-02-05";"500000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Rajbahadur Singh";"WS/MP647/2023-2024/97725 - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Madhya Pradesh";"SAGAR";"District Collector Vidisha_IDA";"";"";"Shamshabad";"Sheel Kheda";"2024-02-05";"500000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Rajbahadur Singh";"WS/MP647/2023-2024/97724 - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Madhya Pradesh";"SAGAR";"District Collector Vidisha_IDA";"";"";"Shamshabad";"Kachhi Kheda";"2024-02-05";"500000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Rajbahadur Singh";"WS/MP647/2023-2024/97598 - Construction of culverts and bridges";"Normal/Others";"Madhya Pradesh";"SAGAR";"District Collector Vidisha_IDA";"";"";"Sironj";"Anuppur";"2024-02-05";"500000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Rajbahadur Singh";"WS/MP647/2023-2024/97597 - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Madhya Pradesh";"SAGAR";"District Collector Vidisha_IDA";"";"";"Nateran";"Bamhori";"2024-02-05";"500000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"SHRI. Dharmendra Pradhan";"NA - Retrofitting, preservation or conservation of heritage and archaeological monuments and buildings";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Nasrullaganj";"Itawa Khurd";"2024-02-05";"200000";"Rejected by IDA";"Unsanctioned";"Rajya Sabha"
"Pratap Chandra Sarangi";"NA - Lighting of public spaces";"Normal/Others";"Odisha";"BALASORE";"DISTRICT COLLECTOR BALESHWAR_IDA";"Baleshwar";"Baleshwar (M) - Ward No.31";"";"";"2024-02-05";"26000";"Action Pending";"Unsanctioned";"Lok Sabha"
"SHRI. Dharmendra Pradhan";"NA - Construction of common work sheds/ common covered sitting area";"Normal/Others";"Madhya Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR SEHORE_IDA";"";"";"Nasrullaganj";"Pipalia";"2024-02-05";"200000";"Rejected by IDA";"Unsanctioned";"Rajya Sabha"
"Pratap Chandra Sarangi";"NA - Lighting of public spaces";"Normal/Others";"Odisha";"BALASORE";"DISTRICT COLLECTOR BALESHWAR_IDA";"Baleshwar";"Baleshwar (M) - Ward No.29";"";"";"2024-02-05";"26000";"Action Pending";"Unsanctioned";"Lok Sabha"
